salary,employment_type,region,tenure_years,enrolled,hist_enrollment_rate_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level,has_application_date,days_contact_to_app,contact_after_app,no_prior_record,prior_year_enrolled_clean,last_contact_channel_clean,plan_tier_requested_clean,broker_channel_clean,has_dependents_bin,tenure_inconsistent
59912.8,Full-time,West,6.1,0,0.613,574,4.7,437,28,Low,1,12.0,0,1,0,Unknown,Standard,Third-Party,0,1
47612.27,Contract,South,0.2,0,0.628,481,3.3,324,17,Medium,1,10.0,0,1,0,Email,Basic,Third-Party,1,0
74967.49,Full-time,Northeast,7.0,1,0.612,455,3.1,151,38,Low,1,26.0,0,1,0,Email,Silver,Unknown,1,0
44922.16,Full-time,Midwest,1.6,0,0.617,595,4.4,469,18,High,0,,0,1,0,Email,Basic,Direct,1,0
67906.95,Full-time,Northeast,3.3,1,0.612,455,3.1,151,38,Low,1,8.0,0,0,1,Email,Standard,Third-Party,1,0
61503.67,Full-time,South,1.4,1,0.628,481,3.3,324,17,Medium,1,240.0,0,0,1,Phone,Standard,Direct,1,0
83576.39,Full-time,South,7.3,1,0.628,481,3.3,324,17,Medium,1,-11.0,1,0,0,Unknown,Silver,Third-Party,0,0
78225.22,Full-time,Midwest,4.7,1,0.617,595,4.4,469,18,High,1,241.0,0,1,0,Email,Standard,Third-Party,1,0
60799.17,Full-time,Midwest,26.5,1,0.617,595,4.4,469,18,High,1,-121.0,1,0,1,SMS,Standard,Third-Party,1,1
81641.64,Full-time,Northeast,1.1,0,0.612,455,3.1,151,38,Low,1,4.0,0,0,0,Email,Standard,Employer-Sponsored,0,0
48947.29,Full-time,West,3.4,0,0.613,574,4.7,437,28,Low,1,-73.0,1,0,0,SMS,Basic,Direct,0,0
33397.16,Part-time,South,6.3,0,0.628,481,3.3,324,17,Medium,1,161.0,0,0,0,SMS,Bronze,Third-Party,0,0
37054.94,Contract,West,0.6,0,0.613,574,4.7,437,28,Low,1,9.0,0,1,0,Email,Basic,Direct,1,0
59069.89,Part-time,Midwest,2.3,0,0.617,595,4.4,469,18,High,1,7.0,0,0,0,Email,Standard,Third-Party,0,0
52377.49,Part-time,West,4.1,0,0.613,574,4.7,437,28,Low,1,40.0,0,0,0,Phone,Basic,Third-Party,0,0
55229.59,Full-time,West,0.3,1,0.613,574,4.7,437,28,Low,1,118.0,0,1,0,Email,Silver,Direct,1,0
54123.02,Full-time,Midwest,7.1,1,0.617,595,4.4,469,18,High,0,,0,0,1,Email,Unknown,Unknown,1,0
59673.52,Part-time,Midwest,1.8,0,0.617,595,4.4,469,18,High,1,72.0,0,0,0,Phone,Silver,Employer-Sponsored,1,0
72971.76,Contract,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,22.0,0,1,0,SMS,Standard,Third-Party,1,0
51776.09,Part-time,Midwest,1.9,0,0.617,595,4.4,469,18,High,1,6.0,0,1,0,Phone,Basic,Direct,1,0
60439.75,Part-time,South,0.9,1,0.628,481,3.3,324,17,Medium,1,16.0,0,1,0,SMS,Silver,Direct,1,0
66425.09,Full-time,South,0.5,1,0.628,481,3.3,324,17,Medium,0,,0,1,0,Phone,Silver,Employer-Sponsored,1,0
65087.28,Contract,Northeast,11.0,1,0.612,455,3.1,151,38,Low,1,18.0,0,0,0,Email,Silver,Direct,1,0
50028.11,Contract,West,3.0,0,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,Email,Basic,Direct,0,0
76983.62,Part-time,Northeast,5.2,0,0.612,455,3.1,151,38,Low,1,-160.0,1,0,0,Email,Standard,Direct,0,0
102271.18,Full-time,West,6.1,1,0.613,574,4.7,437,28,Low,1,-153.0,1,0,1,Phone,Gold,Direct,1,0
44278.18,Full-time,West,6.8,0,0.613,574,4.7,437,28,Low,1,20.0,0,0,0,SMS,Basic,Unknown,0,0
72318.54,Full-time,Northeast,9.3,1,0.612,455,3.1,151,38,Low,1,18.0,0,1,0,Phone,Standard,Employer-Sponsored,1,0
47513.09,Full-time,West,1.1,1,0.613,574,4.7,437,28,Low,1,24.0,0,0,1,Email,Basic,Third-Party,1,0
60331.64,Full-time,West,10.4,1,0.613,574,4.7,437,28,Low,1,278.0,0,0,1,Email,Standard,Third-Party,1,0
61450.27,Part-time,Northeast,1.4,0,0.612,455,3.1,151,38,Low,1,13.0,0,0,0,Unknown,Standard,Third-Party,0,0
82806.66,Full-time,South,5.9,1,0.628,481,3.3,324,17,Medium,1,82.0,0,0,1,Email,Standard,Direct,0,0
80411.61,Full-time,South,2.9,1,0.628,481,3.3,324,17,Medium,1,165.0,0,0,1,SMS,Standard,Employer-Sponsored,1,0
62331.26,Part-time,Midwest,7.2,0,0.617,595,4.4,469,18,High,1,22.0,0,0,0,SMS,Silver,Direct,0,0
80098.47,Full-time,Midwest,5.0,1,0.617,595,4.4,469,18,High,1,-96.0,1,0,1,SMS,Silver,Direct,1,0
61878.95,Part-time,South,8.3,0,0.628,481,3.3,324,17,Medium,1,26.0,0,1,0,SMS,Silver,Third-Party,0,0
82508.96,Full-time,Midwest,2.1,1,0.617,595,4.4,469,18,High,1,7.0,0,0,1,Email,Standard,Direct,1,0
53339.68,Full-time,West,6.3,1,0.613,574,4.7,437,28,Low,1,127.0,0,0,1,Email,Unknown,Direct,1,0
30683.79,Full-time,Midwest,5.0,0,0.617,595,4.4,469,18,High,1,28.0,0,0,0,Email,Basic,Third-Party,0,0
74547.87,Full-time,Northeast,2.2,1,0.612,455,3.1,151,38,Low,1,-34.0,1,1,0,Phone,Standard,Direct,1,0
92619.7,Full-time,Northeast,3.9,0,0.612,455,3.1,151,38,Low,1,11.0,0,0,1,SMS,Premium,Direct,0,0
52615.79,Full-time,South,1.1,1,0.628,481,3.3,324,17,Medium,0,,0,0,1,Unknown,Basic,Direct,1,0
67454.09,Full-time,Northeast,17.6,1,0.612,455,3.1,151,38,Low,1,-185.0,1,0,0,Email,Silver,Direct,0,0
67067.63,Full-time,South,0.7,1,0.628,481,3.3,324,17,Medium,1,10.0,0,1,0,Email,Silver,Employer-Sponsored,0,0
81254.07,Full-time,South,7.7,1,0.628,481,3.3,324,17,Medium,1,8.0,0,0,1,SMS,Silver,Direct,1,0
61510.97,Part-time,Northeast,0.6,1,0.612,455,3.1,151,38,Low,0,,0,1,0,SMS,Standard,Direct,1,0
51416.28,Full-time,South,8.6,0,0.628,481,3.3,324,17,Medium,1,6.0,0,0,1,Phone,Basic,Employer-Sponsored,1,1
77044.49,Contract,Midwest,2.3,0,0.617,595,4.4,469,18,High,1,8.0,0,1,0,Email,Silver,Third-Party,0,0
66650.66,Contract,West,4.8,0,0.613,574,4.7,437,28,Low,1,10.0,0,0,0,Unknown,Standard,Direct,1,0
64631.41,Full-time,West,15.1,1,0.613,574,4.7,437,28,Low,1,1.0,0,1,0,Email,Silver,Direct,0,0
70490.72,Full-time,West,2.3,1,0.613,574,4.7,437,28,Low,0,,0,1,0,Phone,Standard,Employer-Sponsored,0,0
73792.27,Full-time,West,4.5,1,0.613,574,4.7,437,28,Low,1,241.0,0,0,1,Email,Silver,Employer-Sponsored,0,0
64412.57,Full-time,West,6.2,1,0.613,574,4.7,437,28,Low,1,-6.0,1,0,1,Phone,Silver,Employer-Sponsored,0,0
85894.85,Contract,West,2.7,1,0.613,574,4.7,437,28,Low,1,-54.0,1,0,0,Phone,Premium,Employer-Sponsored,1,0
69927.93,Full-time,West,4.2,1,0.613,574,4.7,437,28,Low,1,3.0,0,0,1,Email,Silver,Employer-Sponsored,1,0
79919.34,Contract,Northeast,3.7,0,0.612,455,3.1,151,38,Low,1,19.0,0,0,0,Unknown,Standard,Employer-Sponsored,0,0
92206.19,Full-time,West,10.2,1,0.613,574,4.7,437,28,Low,1,213.0,0,0,1,Email,Gold,Employer-Sponsored,1,0
72459.4,Full-time,Midwest,0.9,1,0.617,595,4.4,469,18,High,0,,0,1,0,Phone,Standard,Third-Party,1,0
41467.98,Part-time,West,5.8,0,0.613,574,4.7,437,28,Low,1,-18.0,1,0,0,Email,Basic,Third-Party,1,0
47769.07,Part-time,Northeast,7.5,0,0.612,455,3.1,151,38,Low,1,22.0,0,0,0,Email,Basic,Third-Party,0,0
57216.68,Contract,West,11.8,0,0.613,574,4.7,437,28,Low,1,53.0,0,0,0,Phone,Silver,Third-Party,1,0
79262.65,Full-time,West,6.7,1,0.613,574,4.7,437,28,Low,1,-150.0,1,0,1,Phone,Standard,Third-Party,1,0
55906.66,Full-time,Midwest,0.5,0,0.617,595,4.4,469,18,High,1,7.0,0,1,0,Phone,Standard,Employer-Sponsored,1,0
40409.96,Full-time,West,12.3,0,0.613,574,4.7,437,28,Low,1,11.0,0,0,1,Email,Basic,Direct,0,0
66853.94,Full-time,West,4.3,1,0.613,574,4.7,437,28,Low,1,18.0,0,1,0,Email,Standard,Direct,1,0
56481.04,Full-time,Northeast,21.6,1,0.612,455,3.1,151,38,Low,1,12.0,0,0,1,Email,Standard,Direct,1,1
55512.73,Full-time,Midwest,1.4,0,0.617,595,4.4,469,18,High,1,13.0,0,1,0,SMS,Silver,Direct,0,0
46857.73,Full-time,West,2.5,1,0.613,574,4.7,437,28,Low,1,23.0,0,0,1,Email,Basic,Direct,1,0
52913.31,Full-time,South,1.6,0,0.628,481,3.3,324,17,Medium,1,7.0,0,0,0,Email,Basic,Direct,1,0
87348.9,Full-time,West,0.7,1,0.613,574,4.7,437,28,Low,1,20.0,0,1,0,Email,Premium,Direct,0,0
51456.39,Full-time,West,1.4,0,0.613,574,4.7,437,28,Low,1,17.0,0,1,0,Unknown,Basic,Third-Party,0,0
55365.97,Part-time,Northeast,5.6,0,0.612,455,3.1,151,38,Low,1,3.0,0,0,1,Email,Silver,Employer-Sponsored,0,0
64424.42,Full-time,Midwest,0.0,1,0.617,595,4.4,469,18,High,0,,0,1,0,Phone,Silver,Direct,1,0
59915.85,Full-time,West,1.9,1,0.613,574,4.7,437,28,Low,1,18.0,0,0,0,Email,Standard,Direct,1,0
51138.03,Full-time,West,1.4,1,0.613,574,4.7,437,28,Low,1,28.0,0,0,1,Unknown,Bronze,Third-Party,1,0
76390.1,Part-time,Northeast,0.4,1,0.612,455,3.1,151,38,Low,1,9.0,0,1,0,SMS,Standard,Third-Party,1,0
47904.12,Full-time,Midwest,6.6,0,0.617,595,4.4,469,18,High,1,11.0,0,0,0,Phone,Unknown,Unknown,1,0
55796.74,Full-time,South,3.1,1,0.628,481,3.3,324,17,Medium,1,-32.0,1,0,1,Unknown,Standard,Employer-Sponsored,1,0
48222.58,Full-time,South,10.0,1,0.628,481,3.3,324,17,Medium,1,-195.0,1,0,1,Email,Bronze,Employer-Sponsored,1,0
28878.52,Part-time,Midwest,6.5,0,0.617,595,4.4,469,18,High,1,9.0,0,0,0,Email,Basic,Direct,0,0
59857.55,Full-time,West,4.4,0,0.613,574,4.7,437,28,Low,1,-227.0,1,0,1,Unknown,Standard,Direct,0,0
73793.61,Full-time,West,4.2,0,0.613,574,4.7,437,28,Low,1,21.0,0,1,0,Email,Silver,Third-Party,0,0
62616.49,Full-time,West,6.5,1,0.613,574,4.7,437,28,Low,1,1.0,0,1,0,Phone,Standard,Employer-Sponsored,1,0
71187.15,Full-time,Midwest,2.1,1,0.617,595,4.4,469,18,High,1,26.0,0,0,1,Email,Standard,Direct,1,0
81572.27,Full-time,West,5.0,0,0.613,574,4.7,437,28,Low,1,13.0,0,0,0,Unknown,Standard,Direct,0,0
68455.77,Full-time,Northeast,1.4,1,0.612,455,3.1,151,38,Low,1,28.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
65465.94,Full-time,West,0.9,1,0.613,574,4.7,437,28,Low,1,21.0,0,1,0,Email,Silver,Third-Party,0,0
72869.28,Part-time,Midwest,7.9,0,0.617,595,4.4,469,18,High,1,9.0,0,0,0,Email,Silver,Direct,1,1
60916.65,Full-time,West,5.6,1,0.613,574,4.7,437,28,Low,1,2.0,0,0,1,Email,Standard,Third-Party,1,0
97213.0,Full-time,West,14.6,0,0.613,574,4.7,437,28,Low,1,9.0,0,1,0,Email,Premium,Employer-Sponsored,0,1
71634.03,Part-time,West,5.7,0,0.613,574,4.7,437,28,Low,1,11.0,0,1,0,Email,Standard,Third-Party,1,1
47944.84,Full-time,South,2.0,0,0.628,481,3.3,324,17,Medium,1,26.0,0,1,0,Email,Bronze,Third-Party,0,0
58755.42,Full-time,West,3.9,1,0.613,574,4.7,437,28,Low,0,,0,1,0,Unknown,Silver,Third-Party,1,0
88710.4,Part-time,Midwest,17.9,1,0.617,595,4.4,469,18,High,1,12.0,0,0,1,Phone,Gold,Employer-Sponsored,1,0
78364.21,Full-time,Northeast,2.4,1,0.612,455,3.1,151,38,Low,1,27.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
36980.76,Full-time,Midwest,3.0,1,0.617,595,4.4,469,18,High,1,7.0,0,0,0,Email,Basic,Direct,1,0
71084.73,Contract,West,2.3,0,0.613,574,4.7,437,28,Low,1,20.0,0,0,1,Email,Standard,Third-Party,1,0
61393.62,Full-time,South,2.7,1,0.628,481,3.3,324,17,Medium,1,-124.0,1,0,1,Email,Silver,Direct,0,0
43967.41,Full-time,West,0.8,0,0.613,574,4.7,437,28,Low,1,21.0,0,1,0,Email,Basic,Direct,0,0
99175.05,Full-time,South,1.0,1,0.628,481,3.3,324,17,Medium,1,28.0,0,1,0,Email,Premium,Direct,1,0
75164.13,Full-time,West,3.8,1,0.613,574,4.7,437,28,Low,1,9.0,0,0,1,Phone,Standard,Employer-Sponsored,1,0
72892.53,Part-time,West,3.9,0,0.613,574,4.7,437,28,Low,1,20.0,0,0,0,Unknown,Standard,Employer-Sponsored,1,0
54889.6,Full-time,Midwest,0.8,0,0.617,595,4.4,469,18,High,1,84.0,0,1,0,Phone,Basic,Direct,0,0
83241.08,Full-time,South,5.3,1,0.628,481,3.3,324,17,Medium,1,-219.0,1,0,1,Email,Standard,Employer-Sponsored,0,0
52404.84,Full-time,West,2.1,0,0.613,574,4.7,437,28,Low,1,10.0,0,0,0,SMS,Bronze,Employer-Sponsored,0,0
54596.43,Full-time,South,0.6,0,0.628,481,3.3,324,17,Medium,1,19.0,0,1,0,Phone,Basic,Third-Party,0,0
63338.83,Full-time,South,5.4,1,0.628,481,3.3,324,17,Medium,1,-202.0,1,1,0,Unknown,Silver,Direct,0,0
53384.94,Full-time,Northeast,4.7,0,0.612,455,3.1,151,38,Low,1,20.0,0,1,0,Email,Basic,Employer-Sponsored,0,0
74617.42,Full-time,South,0.2,1,0.628,481,3.3,324,17,Medium,1,1.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
59480.93,Full-time,Midwest,1.1,0,0.617,595,4.4,469,18,High,1,45.0,0,0,0,Phone,Standard,Third-Party,1,0
45473.78,Full-time,South,1.4,0,0.628,481,3.3,324,17,Medium,1,13.0,0,0,0,Phone,Basic,Unknown,0,0
50093.14,Part-time,Northeast,7.8,0,0.612,455,3.1,151,38,Low,1,235.0,0,0,0,Phone,Unknown,Third-Party,1,0
86844.28,Full-time,Midwest,5.3,1,0.617,595,4.4,469,18,High,1,14.0,0,1,0,Email,Premium,Third-Party,1,0
48353.01,Part-time,West,13.6,0,0.613,574,4.7,437,28,Low,1,27.0,0,0,1,Phone,Basic,Employer-Sponsored,0,0
77623.08,Full-time,West,3.1,1,0.613,574,4.7,437,28,Low,1,2.0,0,0,1,Email,Silver,Third-Party,1,0
57647.52,Full-time,Northeast,1.6,0,0.612,455,3.1,151,38,Low,1,48.0,0,0,0,Phone,Standard,Third-Party,1,0
48400.47,Part-time,Midwest,6.6,0,0.617,595,4.4,469,18,High,1,9.0,0,0,0,Email,Basic,Employer-Sponsored,1,0
63347.74,Full-time,West,11.3,1,0.613,574,4.7,437,28,Low,1,69.0,0,0,1,Email,Silver,Third-Party,1,0
72710.9,Full-time,Midwest,10.1,1,0.617,595,4.4,469,18,High,1,20.0,0,1,0,Email,Silver,Direct,0,0
75560.48,Part-time,Northeast,1.8,1,0.612,455,3.1,151,38,Low,1,15.0,0,0,1,Email,Silver,Third-Party,1,0
51466.46,Full-time,West,5.7,1,0.613,574,4.7,437,28,Low,1,176.0,0,1,0,Phone,Basic,Employer-Sponsored,1,0
83085.61,Contract,Midwest,2.3,1,0.617,595,4.4,469,18,High,1,22.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
73937.56,Full-time,Northeast,4.6,1,0.612,455,3.1,151,38,Low,0,,0,0,0,Email,Standard,Direct,1,0
71297.85,Full-time,West,10.2,1,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,SMS,Standard,Employer-Sponsored,0,0
35599.25,Full-time,West,1.5,1,0.613,574,4.7,437,28,Low,1,23.0,0,1,0,Email,Basic,Unknown,1,0
56953.95,Full-time,South,0.4,0,0.628,481,3.3,324,17,Medium,1,124.0,0,1,0,Unknown,Silver,Third-Party,0,0
89246.77,Part-time,Northeast,0.3,1,0.612,455,3.1,151,38,Low,1,24.0,0,1,0,Email,Premium,Direct,1,0
92715.04,Full-time,Northeast,0.2,1,0.612,455,3.1,151,38,Low,1,-194.0,1,1,0,Unknown,Premium,Employer-Sponsored,1,0
93346.65,Part-time,South,9.7,0,0.628,481,3.3,324,17,Medium,1,-49.0,1,1,0,Email,Gold,Employer-Sponsored,0,1
70267.78,Full-time,South,0.6,1,0.628,481,3.3,324,17,Medium,1,20.0,0,1,0,Phone,Standard,Direct,1,0
71387.41,Full-time,Midwest,11.0,1,0.617,595,4.4,469,18,High,1,9.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
64151.45,Full-time,South,9.7,1,0.628,481,3.3,324,17,Medium,1,13.0,0,0,1,SMS,Silver,Direct,0,0
44903.7,Full-time,South,1.3,0,0.628,481,3.3,324,17,Medium,1,167.0,0,1,0,Unknown,Basic,Direct,0,0
79739.75,Full-time,Midwest,1.7,1,0.617,595,4.4,469,18,High,1,15.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
77921.7,Full-time,West,2.1,1,0.613,574,4.7,437,28,Low,1,18.0,0,1,0,Phone,Standard,Third-Party,1,0
58692.89,Full-time,West,0.2,1,0.613,574,4.7,437,28,Low,1,-79.0,1,1,0,Email,Standard,Unknown,1,0
55894.11,Full-time,Northeast,12.1,1,0.612,455,3.1,151,38,Low,1,15.0,0,0,1,Unknown,Silver,Direct,1,0
69134.49,Part-time,South,1.1,0,0.628,481,3.3,324,17,Medium,1,20.0,0,0,0,Email,Standard,Unknown,0,0
96206.91,Contract,Northeast,17.1,0,0.612,455,3.1,151,38,Low,0,,0,0,0,Email,Premium,Direct,0,1
75043.68,Full-time,South,3.9,1,0.628,481,3.3,324,17,Medium,1,19.0,0,0,0,Unknown,Standard,Direct,1,0
76777.32,Contract,South,1.6,0,0.628,481,3.3,324,17,Medium,1,27.0,0,0,1,SMS,Standard,Employer-Sponsored,0,0
103035.1,Part-time,Northeast,0.4,0,0.612,455,3.1,151,38,Low,1,5.0,0,1,0,SMS,Premium,Third-Party,0,0
94863.99,Full-time,West,6.4,1,0.613,574,4.7,437,28,Low,1,12.0,0,0,1,Phone,Premium,Direct,1,0
74030.59,Full-time,Midwest,0.8,0,0.617,595,4.4,469,18,High,1,4.0,0,1,0,Phone,Standard,Direct,0,0
84350.98,Full-time,Midwest,1.3,1,0.617,595,4.4,469,18,High,1,9.0,0,0,1,Unknown,Silver,Unknown,0,0
63816.28,Full-time,Northeast,3.0,1,0.612,455,3.1,151,38,Low,1,8.0,0,0,1,SMS,Standard,Third-Party,1,0
70606.02,Part-time,South,1.2,1,0.628,481,3.3,324,17,Medium,1,28.0,0,1,0,Email,Standard,Third-Party,1,0
53867.15,Full-time,South,3.4,0,0.628,481,3.3,324,17,Medium,1,140.0,0,0,0,Email,Basic,Third-Party,0,0
71735.59,Full-time,West,3.1,1,0.613,574,4.7,437,28,Low,1,1.0,0,1,0,Phone,Standard,Employer-Sponsored,0,0
55710.61,Full-time,West,2.5,1,0.613,574,4.7,437,28,Low,1,4.0,0,0,1,Email,Silver,Direct,1,0
87775.31,Full-time,South,10.2,1,0.628,481,3.3,324,17,Medium,1,9.0,0,1,0,Email,Gold,Direct,1,1
49193.32,Full-time,Midwest,1.4,0,0.617,595,4.4,469,18,High,1,11.0,0,1,0,Unknown,Unknown,Unknown,1,0
77953.37,Full-time,West,10.7,1,0.613,574,4.7,437,28,Low,1,17.0,0,0,1,Email,Standard,Direct,1,0
96546.32,Full-time,West,9.0,1,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,Unknown,Premium,Third-Party,1,0
85438.65,Full-time,West,10.9,1,0.613,574,4.7,437,28,Low,1,21.0,0,0,1,Email,Premium,Third-Party,1,0
75473.26,Full-time,West,0.0,1,0.613,574,4.7,437,28,Low,0,,0,1,0,Email,Standard,Employer-Sponsored,0,0
51355.18,Full-time,West,9.0,0,0.613,574,4.7,437,28,Low,1,-10.0,1,1,0,Phone,Basic,Employer-Sponsored,0,1
62864.86,Contract,West,7.0,1,0.613,574,4.7,437,28,Low,1,2.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
83375.5,Part-time,Northeast,3.1,1,0.612,455,3.1,151,38,Low,1,23.0,0,1,0,Unknown,Standard,Direct,1,0
99856.84,Contract,Midwest,1.3,0,0.617,595,4.4,469,18,High,1,4.0,0,0,0,SMS,Gold,Third-Party,1,0
78551.6,Contract,Midwest,1.0,1,0.617,595,4.4,469,18,High,1,282.0,0,0,1,Unknown,Standard,Third-Party,1,0
75981.61,Full-time,Northeast,3.1,1,0.612,455,3.1,151,38,Low,1,61.0,0,1,0,Unknown,Silver,Employer-Sponsored,0,0
61240.24,Full-time,West,8.3,1,0.613,574,4.7,437,28,Low,1,170.0,0,0,1,Unknown,Standard,Employer-Sponsored,1,0
68877.04,Part-time,Northeast,0.6,0,0.612,455,3.1,151,38,Low,0,,0,1,0,Unknown,Silver,Third-Party,0,0
46578.19,Full-time,West,16.4,1,0.613,574,4.7,437,28,Low,1,19.0,0,0,1,Unknown,Basic,Direct,1,0
66930.36,Full-time,Midwest,2.8,1,0.617,595,4.4,469,18,High,1,7.0,0,1,0,Email,Silver,Third-Party,1,0
70285.89,Part-time,South,3.8,1,0.628,481,3.3,324,17,Medium,1,17.0,0,0,1,Email,Standard,Third-Party,1,0
55552.62,Part-time,Northeast,8.3,0,0.612,455,3.1,151,38,Low,1,-194.0,1,0,0,Unknown,Standard,Employer-Sponsored,1,0
66470.95,Full-time,South,2.2,1,0.628,481,3.3,324,17,Medium,1,7.0,0,0,0,Unknown,Standard,Third-Party,1,0
29576.92,Full-time,West,7.3,1,0.613,574,4.7,437,28,Low,1,9.0,0,1,0,Phone,Basic,Employer-Sponsored,1,0
83023.87,Full-time,Midwest,2.5,1,0.617,595,4.4,469,18,High,1,1.0,0,0,1,Phone,Standard,Direct,1,0
66901.36,Full-time,Midwest,4.4,1,0.617,595,4.4,469,18,High,1,3.0,0,1,0,Email,Standard,Direct,1,0
48237.46,Full-time,West,3.9,0,0.613,574,4.7,437,28,Low,1,2.0,0,0,1,SMS,Basic,Employer-Sponsored,0,0
76720.05,Contract,South,3.8,0,0.628,481,3.3,324,17,Medium,1,2.0,0,1,0,Email,Standard,Third-Party,0,0
57096.84,Full-time,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,9.0,0,1,0,SMS,Silver,Third-Party,0,0
63196.88,Part-time,Northeast,7.5,0,0.612,455,3.1,151,38,Low,1,7.0,0,0,1,SMS,Standard,Direct,1,0
23468.65,Full-time,Northeast,2.1,0,0.612,455,3.1,151,38,Low,1,53.0,0,0,1,Email,Basic,Employer-Sponsored,0,0
63199.8,Contract,West,2.1,0,0.613,574,4.7,437,28,Low,1,19.0,0,0,0,SMS,Standard,Third-Party,0,0
72098.5,Full-time,West,0.8,1,0.613,574,4.7,437,28,Low,0,,0,1,0,Email,Standard,Employer-Sponsored,1,0
54547.79,Full-time,South,8.1,1,0.628,481,3.3,324,17,Medium,1,20.0,0,0,1,Email,Basic,Third-Party,1,0
46136.77,Full-time,Midwest,2.5,1,0.617,595,4.4,469,18,High,1,-15.0,1,0,1,Unknown,Bronze,Third-Party,1,0
65959.38,Full-time,West,2.7,1,0.613,574,4.7,437,28,Low,1,-272.0,1,1,0,Phone,Silver,Third-Party,1,0
52829.21,Full-time,Midwest,5.7,1,0.617,595,4.4,469,18,High,1,28.0,0,0,1,Unknown,Basic,Direct,1,0
39344.85,Full-time,South,3.3,1,0.628,481,3.3,324,17,Medium,1,23.0,0,0,1,Phone,Unknown,Third-Party,1,0
73391.96,Full-time,South,1.9,1,0.628,481,3.3,324,17,Medium,1,23.0,0,1,0,SMS,Standard,Third-Party,1,0
47962.02,Part-time,West,0.6,0,0.613,574,4.7,437,28,Low,1,16.0,0,1,0,Email,Basic,Direct,1,0
62088.94,Part-time,West,4.1,1,0.613,574,4.7,437,28,Low,1,28.0,0,0,1,Email,Standard,Direct,1,0
73890.17,Full-time,Northeast,0.4,1,0.612,455,3.1,151,38,Low,1,75.0,0,1,0,Email,Standard,Unknown,0,0
62812.06,Full-time,Northeast,3.2,1,0.612,455,3.1,151,38,Low,1,18.0,0,0,0,Unknown,Silver,Employer-Sponsored,1,0
61989.78,Full-time,West,9.5,0,0.613,574,4.7,437,28,Low,1,67.0,0,0,1,Phone,Standard,Employer-Sponsored,0,1
49734.25,Full-time,Midwest,1.9,0,0.617,595,4.4,469,18,High,1,14.0,0,1,0,Email,Basic,Direct,0,0
77390.34,Full-time,South,4.9,1,0.628,481,3.3,324,17,Medium,1,29.0,0,0,1,Email,Standard,Direct,1,0
72908.22,Full-time,South,4.5,1,0.628,481,3.3,324,17,Medium,1,5.0,0,0,0,Email,Standard,Direct,0,0
74787.42,Part-time,Northeast,11.4,0,0.612,455,3.1,151,38,Low,1,81.0,0,0,1,Email,Silver,Third-Party,0,0
51517.99,Full-time,West,2.2,1,0.613,574,4.7,437,28,Low,1,29.0,0,1,0,Email,Basic,Employer-Sponsored,1,0
51301.13,Full-time,West,1.3,1,0.613,574,4.7,437,28,Low,1,26.0,0,0,1,Phone,Basic,Employer-Sponsored,1,0
61854.41,Part-time,West,2.5,0,0.613,574,4.7,437,28,Low,1,16.0,0,0,0,SMS,Standard,Third-Party,1,0
62489.07,Part-time,West,5.0,0,0.613,574,4.7,437,28,Low,1,20.0,0,0,1,Email,Silver,Employer-Sponsored,0,0
65510.82,Full-time,Northeast,0.7,1,0.612,455,3.1,151,38,Low,0,,0,1,0,Email,Silver,Third-Party,1,0
83940.92,Full-time,Midwest,7.1,1,0.617,595,4.4,469,18,High,1,13.0,0,0,1,Email,Standard,Direct,1,0
86647.95,Part-time,Midwest,1.5,1,0.617,595,4.4,469,18,High,1,12.0,0,0,1,Email,Gold,Third-Party,1,0
90515.19,Full-time,South,6.7,1,0.628,481,3.3,324,17,Medium,1,20.0,0,1,0,SMS,Gold,Third-Party,1,0
54033.74,Contract,Northeast,11.4,0,0.612,455,3.1,151,38,Low,1,21.0,0,0,0,SMS,Basic,Direct,1,1
59388.59,Full-time,Midwest,4.0,1,0.617,595,4.4,469,18,High,1,23.0,0,0,1,Unknown,Standard,Direct,1,0
61189.93,Full-time,West,3.8,1,0.613,574,4.7,437,28,Low,1,15.0,0,0,1,Phone,Silver,Direct,0,0
72425.09,Full-time,Northeast,3.2,1,0.612,455,3.1,151,38,Low,1,59.0,0,0,1,SMS,Standard,Employer-Sponsored,1,0
61610.55,Full-time,South,4.8,0,0.628,481,3.3,324,17,Medium,1,10.0,0,0,0,Email,Standard,Third-Party,0,0
93075.37,Full-time,West,1.2,1,0.613,574,4.7,437,28,Low,1,10.0,0,0,1,Email,Premium,Third-Party,1,0
73968.91,Part-time,Midwest,18.3,1,0.617,595,4.4,469,18,High,1,13.0,0,0,0,Unknown,Standard,Direct,1,0
